domain_id	pfam
A0A0R2GTS9.1/2-36	examples/PF18938
M5J592.1/68-113	examples/PF18938
D5H106.1/907-983	examples/PF18938
E3D7I6.1/391-473	examples/PF18938
D5H106.1/1305-1381	examples/PF18938
A0A109RBX8.1/1957-2030	examples/PF18938
A0A068NK65.1/607-677	examples/PF18938
U7USQ6.1/1052-1121	examples/PF18938
A0A134AKV1.1/1056-1126	examples/PF18938
D6S603.1/2655-2724	examples/PF18938
A0A1W1VK93.1/1182-1252	examples/PF18938
D5H106.1/743-819	examples/PF18938
D6S5D4.1/874-944	examples/PF18938
D6S603.1/2821-2890	examples/PF18938
A0A068NK65.1/443-511	examples/PF18938
C2BEV8.1/1275-1345	examples/PF18938
A0A109RBX8.1/3237-3310	examples/PF18938
D6S5D3.1/1174-1245	examples/PF18938
D6S5D4.1/788-860	examples/PF18938
Q5HPA2.2/328-396	examples/PF18938
A0A133YNY2.1/445-515	examples/PF18938
K9AS72.1/311-381	examples/PF18938
W1UQ85.1/613-701	examples/PF18938
C2BEV8.1/1822-1890	examples/PF18938
E3D8Y5.1/323-414	examples/PF18938
A0A1W1VKP1.1/290-366	examples/PF18938
D6S603.1/749-821	examples/PF18938
D6S603.1/2990-3056	examples/PF18938
A0A1W1VKP1.1/373-450	examples/PF18938
A0A109RBX8.1/1797-1870	examples/PF18938
D5H106.1/825-901	examples/PF18938
C2CF26.1/1411-1483	examples/PF18938
A4VSQ8.1/648-725	examples/PF18938
A0A0R1WPC1.1/1518-1583	examples/PF18938
D6S603.1/1183-1255	examples/PF18938
D6S5D4.1/444-516	examples/PF18938
C5NVX2.1/463-542	examples/PF18938
A0A1W1VK93.1/1585-1656	examples/PF18938
T0V945.1/721-788	examples/PF18938
A0A139N8D3.1/253-321	examples/PF18938
A0A1F1BT13.1/1051-1121	examples/PF18938
C2BEV8.1/1649-1719	examples/PF18938
D6S603.1/1729-1802	examples/PF18938
K9AS72.1/84-154	examples/PF18938
A0A120I8X8.1/59-132	examples/PF18938
G4D2Q9.1/7-82	examples/PF18938
A0A133ZEX7.1/465-548	examples/PF18938
U7USQ6.1/1125-1196	examples/PF18938
D6S6B0.1/1513-1581	examples/PF18938
A0A0X8FAI0.1/260-338	examples/PF18938
H3NBS0.1/843-913	examples/PF18938
A0A0R1S3P6.1/1080-1163	examples/PF18938
A3CM52.1/375-445	examples/PF18938
A0A109RBX8.1/2917-2990	examples/PF18938
D6S5D4.1/530-599	examples/PF18938
U5P9T4.1/324-394	examples/PF18938
E3D8Y5.1/503-584	examples/PF18938
E4KZM1.1/1-55	examples/PF18938
D5H106.1/1473-1545	examples/PF18938
M5J873.1/1-69	examples/PF18938
A0A133Z947.1/288-362	examples/PF18938
A0A068NK65.1/683-753	examples/PF18938
C2BEV8.1/1752-1819	examples/PF18938
A0A1G8LJG6.1/1590-1662	examples/PF18938
D6S603.1/3073-3139	examples/PF18938
A0A133ZK32.1/3177-3250	examples/PF18938
E1L2Y1.1/276-354	examples/PF18938
U7USQ6.1/1353-1426	examples/PF18938
A0A068NK65.1/759-829	examples/PF18938
D5H106.1/1637-1709	examples/PF18938
D6S603.1/2572-2641	examples/PF18938
A0A0U1E6C9.1/1019-1093	examples/PF18938
C7HWR6.1/733-805	examples/PF18938
C2BEV8.1/1893-1961	examples/PF18938
A0A134AKV1.1/1205-1275	examples/PF18938
A0A133Z947.1/455-536	examples/PF18938
C2BEV8.1/1200-1271	examples/PF18938
D6S6B0.1/854-930	examples/PF18938
U7UEX3.1/449-534	examples/PF18938
A0A0R1S3P6.1/792-882	examples/PF18938
A0A1W1VK93.1/1262-1333	examples/PF18938
I7JXJ1.1/176-244	examples/PF18938
D6S6B0.1/265-334	examples/PF18938
A0A1W1VKP1.1/457-532	examples/PF18938
A0A133ZK32.1/407-488	examples/PF18938
A0A133LVM3.1/1673-1744	examples/PF18938
D6S6B0.1/698-768	examples/PF18938
L1P3I0.1/411-479	examples/PF18938
A0A1I2AHG4.1/447-491	examples/PF18938
F1T6F1.1/273-347	examples/PF18938
B6W6V0.1/153-222	examples/PF18938
I4MBS1.1/456-536	examples/PF18938
K9AS72.1/236-305	examples/PF18938
A0A0R1S1L8.1/1296-1364	examples/PF18938
A0A0R1WPC1.1/1097-1168	examples/PF18938
D6S603.1/3488-3554	examples/PF18938
A0A0R1S3P6.1/1885-1953	examples/PF18938
A0A120I8X8.1/219-292	examples/PF18938
U7USQ6.1/1425-1497	examples/PF18938
A0A0R1S3P6.1/2146-2215	examples/PF18938
A0A0R1WT01.1/49-120	examples/PF18938
C7HVF1.1/142-213	examples/PF18938
C2BEV8.1/1427-1496	examples/PF18938
A0A133ZK32.1/2933-3001	examples/PF18938
A0A120I8X7.1/6-77	examples/PF18938
A0A1I2AHG4.1/371-442	examples/PF18938
A0A0R1S3P6.1/488-559	examples/PF18938
A0A109RBX8.1/2597-2670	examples/PF18938
A0A133ZEX7.1/1571-1649	examples/PF18938
A0A133XWS8.1/373-481	examples/PF18938
U7USQ6.1/1200-1269	examples/PF18938
A0A109RBX8.1/1317-1390	examples/PF18938
D6S5D3.1/1479-1548	examples/PF18938
A0A0R2GTS9.1/212-283	examples/PF18938
D6S603.1/1869-1948	examples/PF18938
A0A1W1VK93.1/1343-1411	examples/PF18938
A0A0R2GTS9.1/127-206	examples/PF18938
U2S5M1.1/1-40	examples/PF18938
A0A133ZEX7.1/1489-1566	examples/PF18938
A0A0R2GV56.1/465-542	examples/PF18938
A0A134AKV1.1/1280-1351	examples/PF18938
A0A0R1SA35.1/837-905	examples/PF18938
F2I4F9.1/1817-1894	examples/PF18938
E3D8Y5.1/591-666	examples/PF18938
A0A0R1S1L8.1/1148-1219	examples/PF18938
L7WZH7.1/1018-1094	examples/PF18938
D0BLD3.2/610-698	examples/PF18938
A0A0R1WPC1.1/1178-1249	examples/PF18938
A0A0X8FA68.1/1973-2050	examples/PF18938
U2S5M1.1/43-110	examples/PF18938
C2CF26.1/1260-1331	examples/PF18938
A0A134AKV1.1/1431-1507	examples/PF18938
H3NKY8.1/91-162	examples/PF18938
A0A133ZK32.1/2676-2756	examples/PF18938
A0A068NK65.1/835-904	examples/PF18938
D6S6B0.1/480-550	examples/PF18938
A0A0R1S1L8.1/1660-1727	examples/PF18938
K0ZF67.1/167-240	examples/PF18938
D6S603.1/1651-1723	examples/PF18938
F1T6F6.1/432-511	examples/PF18938
A0A134AHG5.1/377-446	examples/PF18938
D5H106.1/1719-1791	examples/PF18938
A0A0X8FAI0.1/444-522	examples/PF18938
S2YTU9.1/1764-1867	examples/PF18957
G5KDY8.1/674-782	examples/PF18957
A0A1F1UXR9.1/530-624	examples/PF18957
A0A2A2A1I1.1/701-794	examples/PF18957
A0A0W1KID2.1/57-145	examples/PF18957
A0A0Q0UFW6.1/72-166	examples/PF18957
A0A076NTM7.1/749-834	examples/PF18957
A0A0Q0UFW6.1/174-266	examples/PF18957
A0A1F1UR01.1/235-333	examples/PF18957
A0A2A2A1I1.1/490-596	examples/PF18957
C2GGR8.1/1186-1272	examples/PF18957
A0A1L7D0K3.1/1380-1473	examples/PF18957
A0A1F0QUE5.1/513-606	examples/PF18957
S2ZX86.1/787-891	examples/PF18957
S3XWZ7.1/315-411	examples/PF18957
C2GFD0.1/756-860	examples/PF18957
D4YJM7.1/700-797	examples/PF18957
S2YTU9.1/730-816	examples/PF18957
A0A0R1UCQ1.1/384-479	examples/PF18957
K9EDN9.1/41-140	examples/PF18957
A0A2A2ED58.1/760-855	examples/PF18957
A0A0K9ET91.1/807-908	examples/PF18957
F8DZ26.1/1028-1119	examples/PF18957
F8DZ26.1/722-813	examples/PF18957
U1RAQ3.1/107-197	examples/PF18957
C2GGR8.1/1087-1178	examples/PF18957
F8DZ26.1/823-914	examples/PF18957
A0A1F1UW40.1/937-1031	examples/PF18957
A0A120IAN4.1/1567-1705	examples/PF18957
A0A0K9ET91.1/1236-1325	examples/PF18957
I3WGL8.1/1410-1501	examples/PF18957
A0A0K1REL5.1/553-663	examples/PF18957
K9ED47.1/796-896	examples/PF18957
A0A1B1NXN1.1/577-670	examples/PF18957
C2GGR8.1/802-894	examples/PF18957
A0A0G3H8U3.1/416-506	examples/PF18957
A0A087D8U9.1/1044-1139	examples/PF18957
A0A0K1REL5.1/942-1039	examples/PF18957
A0A076NKQ1.1/903-999	examples/PF18957
A0A1F1UX83.1/152-241	examples/PF18957
A0A1L7D108.1/552-645	examples/PF18957
A0A120IAN4.1/1155-1271	examples/PF18957
A0A0K9ETU2.1/1577-1677	examples/PF18957
A0A2A2A2C6.1/857-945	examples/PF18957
C2GFN0.1/2040-2139	examples/PF18957
A0A1B1NXN1.1/868-961	examples/PF18957
A0A2A2A1I1.1/1175-1269	examples/PF18957
A0A1L7D0K3.1/650-746	examples/PF18957
A0A133ZB05.1/812-906	examples/PF18957
U1SGB4.1/1-48	examples/PF18957
B1VFB3.1/603-712	examples/PF18957
A0A0K1RDB0.1/355-446	examples/PF18957
C2GL54.1/1389-1478	examples/PF18957
A0A0K1RDX0.1/904-1001	examples/PF18957
K1LF19.1/1026-1123	examples/PF18957
A0A0K9ETU2.1/1439-1536	examples/PF18957
I3WGL8.1/1029-1123	examples/PF18957
S2ZX86.1/584-688	examples/PF18957
D7BLE6.1/967-1055	examples/PF18957
A0A0K9ET91.1/912-1002	examples/PF18957
A0A1F1UQ66.1/799-903	examples/PF18957
A0A0G3H8U3.1/320-411	examples/PF18957
A0A1F1UVA4.1/753-843	examples/PF18957
W1TSE1.1/604-715	examples/PF18957
C2GFN0.1/1722-1819	examples/PF18957
A0A1Q8E8C7.1/1005-1107	examples/PF18957
A0A0G3H963.1/218-309	examples/PF18957
H0DJD4.1/1420-1512	examples/PF18957
K0YN05.1/68-155	examples/PF18957
A0A2A2A200.1/402-519	examples/PF18957
A0A109RBX8.1/926-1025	examples/PF18957
K0Z781.1/4-58	examples/PF18957
U1SGN0.1/909-1007	examples/PF18957
A0A2A2A200.1/1141-1256	examples/PF18957
S2Z2W1.1/2125-2223	examples/PF18957
A0A095YGR6.1/599-703	examples/PF18957
A0A2A2A200.1/733-824	examples/PF18957
H0DJD4.1/1691-1783	examples/PF18957
A0A0K1REL5.1/801-905	examples/PF18957
B1VFB3.1/814-907	examples/PF18957
C2GFN0.1/1111-1205	examples/PF18957
A0A0K1RDB0.1/253-349	examples/PF18957
A0A0K9ET91.1/1524-1613	examples/PF18957
A0A087D8U9.1/947-1040	examples/PF18957
C2GFN0.1/2464-2533	examples/PF18957
A0A087E9G8.1/1173-1258	examples/PF18957
A0A0K1RDX4.1/556-657	examples/PF18957
A0A2A2A200.1/2200-2288	examples/PF18957
A0A1F1UXS4.1/1230-1326	examples/PF18957
H0DJD4.1/1122-1214	examples/PF18957
C2GE53.1/641-725	examples/PF18957
A0A068NK65.1/508-599	examples/PF18957
A0A2A2A200.1/936-1033	examples/PF18957
S2Z2W1.1/1412-1513	examples/PF18957
A0A0G3GXD3.1/2276-2369	examples/PF18957
A0A1G8PVB2.1/34-128	examples/PF18957
A0A095XLQ0.1/770-871	examples/PF18957
A0A0X8FA68.1/910-1005	examples/PF18957
S2ZX86.1/492-583	examples/PF18957
A0A2A9DME3.1/915-1008	examples/PF18957
A0A033V228.1/1343-1437	examples/PF18957
S2WLL0.1/721-819	examples/PF18957
U1SGB4.1/246-345	examples/PF18957
S2Z2W1.1/1720-1817	examples/PF18957
A0A1F1V0D9.1/749-843	examples/PF18957
S2YTU9.1/820-912	examples/PF18957
A0A1H9TFF4.1/539-639	examples/PF18957
A0A291JGG1.1/837-930	examples/PF18957
A0A1F1UXS4.1/1429-1517	examples/PF18957
W1TSE1.1/509-602	examples/PF18957
A0A2A2A2C6.1/759-851	examples/PF18957
C3PFJ9.1/454-568	examples/PF18957
K9EEY7.1/603-711	examples/PF18957
A0A0K9ETU2.1/1681-1770	examples/PF18957
H3NG63.1/888-992	examples/PF18957
A0A1F1UU82.1/213-311	examples/PF18957
C2GGR8.1/1370-1456	examples/PF18957
A0A1F1UPR6.1/725-822	examples/PF18957
A0A095ZBK2.1/506-610	examples/PF18957
B1VJ22.1/1429-1529	examples/PF18957
K0Z217.1/1-90	examples/PF18957
A0A096AT65.1/528-617	examples/PF18957
U1SGN0.1/715-809	examples/PF18957
A0A1F1UW42.1/735-831	examples/PF18957
C2GE56.1/534-628	examples/PF18957
A0A097IJ44.1/108-204	examples/PF18957
A0A1F1UXX7.1/714-814	examples/PF18957
A0A1F1UVA4.1/436-525	examples/PF18957
K9EHZ4.1/779-877	examples/PF18957
D4YJM7.1/595-698	examples/PF18957
C2GFN0.1/1414-1514	examples/PF18957
A0A1F1UW40.1/452-550	examples/PF18957
S5TKT9.1/46-138	examples/PF18957
F2I909.1/1294-1386	examples/PF18957
A0A109RD91.1/1997-2093	examples/PF18957
A0A076NFB0.1/779-870	examples/PF18957
A0A1F1UQ66.1/551-663	examples/PF18957
A0A076NNI8.1/740-841	examples/PF18957
S2WLL0.1/514-607	examples/PF18957
N6X4J6.1/1180-1272	examples/PF18957
F8E3C8.1/787-884	examples/PF18957
A0A1F1UVN3.1/130-220	examples/PF18957
A0A0X8FKH8.1/892-987	examples/PF18957
S2Z2W1.1/1518-1609	examples/PF18957
B1VJ22.1/634-738	examples/PF18957
A0A1Q8E8C7.1/905-1001	examples/PF18957
S2YTU9.1/1285-1376	examples/PF18957
U2PUP9.1/265-355	examples/PF18957
A0A076NKQ1.1/1377-1472	examples/PF18957
U7MXM2.1/1140-1237	examples/PF18957
A0A1W1VHZ9.1/363-432	examples/PF18957
C0W416.1/2-102	examples/PF18957
F2M285.1/71-168	examples/PF18957
N2A4Q2.1/1147-1252	examples/PF18957
H0DJD4.1/733-827	examples/PF18957
A0A1F1UXN9.1/627-728	examples/PF18957
A0A1F1UPT5.1/624-735	examples/PF18957
A0A076NP11.1/159-253	examples/PF18957
C2GGR8.1/1839-1942	examples/PF18957
B1VFB3.1/711-809	examples/PF18957
A0A090HW06.1/438-537	examples/PF18957
F9MV78.1/90-187	examples/PF18957
A0A127NSF1.1/1815-1915	examples/PF18957
A0A2A2A1M9.1/3-50	examples/PF18957
A0A0G3H8U3.1/224-315	examples/PF18957
A0A097IJ44.1/211-302	examples/PF18957
H3NG61.1/93-189	examples/PF18957
A0A2A1ZZK5.1/706-796	examples/PF18957
Q4JSJ3.1/1185-1294	examples/PF18957
S2Z275.1/55-144	examples/PF18957
A6CD17.1/449-547	examples/PF18957
S2ZX86.1/1749-1836	examples/PF18957
C8PCN2.1/393-506	examples/PF18957
U7MXM2.1/374-465	examples/PF18957
K0Z217.1/93-167	examples/PF18957
S2Z2W1.1/1315-1406	examples/PF18957
C2GER8.1/58-165	examples/PF18957
A0A133ZB05.1/601-709	examples/PF18957
S3Y631.1/604-711	examples/PF18957
A0A239SMH4.1/854-952	examples/PF18957
C2GFD0.1/662-752	examples/PF18957
B1VJ22.1/1575-1675	examples/PF18957
K9EEY7.1/513-601	examples/PF18957
A0A068NNK1.1/643-747	examples/PF18957
A0A1F1UXX7.1/515-604	examples/PF18957
A0A2A2A1M9.1/54-139	examples/PF18957
A0A062WZG8.1/773-863	examples/PF18957
A0A0G3GXD3.1/2574-2670	examples/PF18957
K9ESC0.1/889-982	examples/PF18957
A0A1H9QMI9.1/68-165	examples/PF18957
W1TSE1.1/715-814	examples/PF18957
A0A2A9DME3.1/601-704	examples/PF18957
K0YNW5.1/516-616	examples/PF18957
A0A0K1REL5.1/700-797	examples/PF18957
C2GFN0.1/783-893	examples/PF18957
S2Z2W1.1/791-895	examples/PF18957
C0W468.1/547-658	examples/PF18957
A0A1V2SP76.1/1161-1262	examples/PF18957
A0A1F1UXN9.1/536-625	examples/PF18957
A0A076NFB0.1/959-1043	examples/PF18957
