ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018587|ERS1018587|SC|contig000009|-|46030|51768	49.782	918	392	26	1160	2011	815	1729	0.0	716
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018587|ERS1018587|SC|contig000009|-|46030|51768	54.533	728	299	18	1007	1702	1066	1793	0.0	676
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018584|ERS1018584|SC|contig000002|-|4672861|4678353	52.824	903	380	22	1083	1939	815	1717	0.0	785
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018584|ERS1018584|SC|contig000002|-|4672861|4678353	50.665	827	344	24	1246	2011	824	1647	0.0	653
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018584|ERS1018584|SC|contig000002|-|4672861|4678353	51.534	163	73	4	1007	1163	1549	1711	1.28e-35	143
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018582|ERS1018582|SC|contig000001|-|5077593|5083190	31.295	556	304	37	1389	1872	1020	1569	3.70e-19	89.4
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1018582|ERS1018582|SC|contig000001|-|5077593|5083190	30.633	395	218	24	1008	1351	1200	1589	2.58e-12	66.6
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	30.851	94	58	2	2095	2188	3313	3399	3.26e-08	53.1
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	34.066	91	53	1	2098	2188	4743	4826	1.78e-07	50.8
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1037082|ERS1037082|SC|contig000004|-|1259550|1263521	22.727	594	437	15	230	803	295	886	1.46e-05	44.3
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1037082|ERS1037082|SC|contig000004|-|1259550|1263521	22.727	594	437	15	230	803	615	1206	1.46e-05	44.3
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1031242|ERS1031242|SC|contig000001|+|2273801|2284426	38.554	83	50	1	2007	2089	832	913	3.78e-04	40.0
ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	ERS1031242|ERS1031242|SC|contig000001|+|2273801|2284426	33.333	126	79	3	1965	2089	1139	1260	0.001	38.5
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	100.000	2706	0	0	1	2706	1	2706	0.0	5322
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	61.178	1324	381	34	1452	2706	930	2189	0.0	1299
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	48.209	1089	493	29	1636	2706	2840	3875	0.0	823
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	40.766	1018	503	35	1460	2455	1204	2143	1.65e-156	540
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	39.066	942	456	33	1616	2512	1654	2522	4.14e-130	455
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	42.616	474	217	17	442	881	98	550	6.35e-77	280
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	38.554	498	257	12	1085	1545	162	647	6.14e-68	250
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	41.337	404	190	11	895	1281	100	473	2.41e-63	235
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	33.909	463	216	21	35	433	113	549	1.53e-45	177
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	55.294	85	37	1	2062	2145	636	720	1.64e-17	84.3
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	54.762	84	37	1	2294	2376	637	720	7.62e-17	82.0
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	53.571	84	38	1	2217	2299	637	720	1.66e-16	80.9
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	46.018	113	59	2	2371	2482	637	748	1.53e-15	77.8
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	30.114	176	100	7	1738	1901	562	726	3.29e-07	50.4
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022024|ERS1022024|SC|contig000048|-|85321|91782	40.603	862	420	31	1636	2455	987	1798	1.70e-124	434
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022024|ERS1022024|SC|contig000048|-|85321|91782	40.023	862	424	33	1636	2455	1149	1959	3.49e-116	407
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022024|ERS1022024|SC|contig000048|-|85321|91782	38.858	718	358	30	1692	2373	1362	2034	1.90e-86	310
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018586|ERS1018586|SC|contig000007|+|88813|93849	41.366	805	389	27	1692	2455	561	1323	1.97e-124	429
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018586|ERS1018586|SC|contig000007|+|88813|93849	39.887	885	434	32	1615	2455	654	1484	2.13e-121	420
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018586|ERS1018586|SC|contig000007|+|88813|93849	39.362	846	412	29	1705	2493	334	1135	2.26e-115	401
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018586|ERS1018586|SC|contig000007|+|88813|93849	35.844	717	371	29	1615	2296	897	1559	6.94e-67	246
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022025|ERS1022025|SC|contig000001|-|4260104|4266571	40.305	918	438	36	1636	2493	907	1774	3.97e-124	432
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022025|ERS1022025|SC|contig000001|-|4260104|4266571	40.621	805	394	31	1692	2456	1282	2042	3.63e-112	394
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022025|ERS1022025|SC|contig000001|-|4260104|4266571	37.892	797	403	32	1615	2373	1294	2036	2.00e-88	317
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031246|ERS1031246|SC|contig000008|-|709415|715882	40.414	918	437	37	1636	2493	907	1774	8.73e-124	432
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031246|ERS1031246|SC|contig000008|-|709415|715882	40.118	845	406	30	1705	2493	893	1693	1.40e-121	424
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031246|ERS1031246|SC|contig000008|-|709415|715882	39.651	918	445	35	1636	2493	987	1855	8.83e-120	419
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031246|ERS1031246|SC|contig000008|-|709415|715882	41.020	863	401	35	1692	2493	1120	1935	1.84e-118	414
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031246|ERS1031246|SC|contig000008|-|709415|715882	38.858	893	432	36	1615	2456	1213	2042	5.95e-110	387
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018592|ERS1018592|SC|contig000003|-|163498|170211	41.366	805	389	27	1692	2455	1120	1882	4.91e-123	429
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018592|ERS1018592|SC|contig000003|-|163498|170211	39.887	885	434	32	1615	2455	1213	2043	4.14e-120	420
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018592|ERS1018592|SC|contig000003|-|163498|170211	39.480	846	411	30	1705	2493	893	1694	2.38e-114	402
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018592|ERS1018592|SC|contig000003|-|163498|170211	35.844	717	371	29	1615	2296	1456	2118	1.16e-66	246
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018584|ERS1018584|SC|contig000002|-|4672861|4678353	44.228	719	317	26	1865	2528	958	1647	9.62e-122	422
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018584|ERS1018584|SC|contig000002|-|4672861|4678353	40.070	861	426	32	1636	2456	907	1717	2.66e-119	415
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022027|ERS1022027|SC|contig000001|-|830572|837279	40.178	901	426	36	1692	2528	1201	2052	3.24e-120	421
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022027|ERS1022027|SC|contig000001|-|830572|837279	44.428	682	300	23	1865	2493	958	1613	8.47e-118	413
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022027|ERS1022027|SC|contig000001|-|830572|837279	39.342	882	442	34	1615	2456	1294	2122	2.89e-114	401
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022027|ERS1022027|SC|contig000001|-|830572|837279	35.102	245	127	7	2285	2497	807	1051	1.68e-22	100
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018587|ERS1018587|SC|contig000009|-|46030|51768	39.140	884	431	33	1705	2528	893	1729	3.89e-119	415
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018587|ERS1018587|SC|contig000009|-|46030|51768	39.352	864	430	33	1636	2456	987	1799	5.34e-114	399
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022026|ERS1022026|SC|contig000001|+|2312063|2318530	39.208	959	463	39	1636	2528	1068	1972	7.00e-119	416
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022026|ERS1022026|SC|contig000001|+|2312063|2318530	51.919	495	199	14	2038	2493	876	1370	8.46e-114	399
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1022026|ERS1022026|SC|contig000001|+|2312063|2318530	39.435	885	438	35	1615	2456	1213	2042	1.05e-112	396
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018585|ERS1018585|SC|contig000007|+|70191|76181	39.607	866	427	31	1636	2455	987	1802	2.57e-117	410
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018585|ERS1018585|SC|contig000007|+|70191|76181	40.302	794	385	28	1705	2455	893	1640	4.34e-115	403
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018585|ERS1018585|SC|contig000007|+|70191|76181	39.112	721	356	27	1692	2373	1201	1877	5.39e-90	322
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018582|ERS1018582|SC|contig000001|-|5077593|5083190	31.949	554	298	36	1982	2465	1025	1569	1.47e-21	97.4
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018582|ERS1018582|SC|contig000001|-|5077593|5083190	33.838	198	111	10	1979	2158	1374	1569	2.18e-08	54.3
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1018582|ERS1018582|SC|contig000001|-|5077593|5083190	34.074	135	74	8	2291	2411	1020	1153	0.002	38.1
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	30.851	94	58	2	2612	2705	3313	3399	1.43e-07	51.6
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	34.066	91	53	1	2615	2705	4743	4826	3.96e-07	50.1
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031242|ERS1031242|SC|contig000001|+|2273801|2284426	38.554	83	50	1	2524	2606	832	913	1.55e-04	41.6
ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	ERS1031242|ERS1031242|SC|contig000001|+|2273801|2284426	33.333	126	79	3	2482	2606	1139	1260	8.37e-04	38.9
ERS1003585|ERS1003585|SC|contig000002|+|2688530|2691595	ERS1003585|ERS1003585|SC|contig000002|+|2688530|2691595	100.000	1021	0	0	1	1021	1	1021	0.0	2110
ERS1003585|ERS1003585|SC|contig000002|+|2688530|2691595	ERS1031238|ERS1031238|SC|contig000015|+|6790|9852	39.235	706	393	15	322	1015	332	1013	5.04e-147	459
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	100.000	3401	0	0	1	3401	1	3401	0.0	6681
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	43.860	171	82	3	3240	3401	4663	4828	3.73e-33	136
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	29.167	480	238	20	1685	2084	1503	1960	1.40e-21	98.2
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	27.860	542	290	24	824	1284	1503	2024	2.60e-20	94.0
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	28.413	542	287	25	1562	2022	1503	2024	1.03e-19	92.0
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	27.172	541	295	23	700	1161	1504	2024	2.50e-19	90.9
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	28.044	542	289	25	1439	1899	1503	2024	1.36e-18	88.2
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	27.664	488	241	22	1808	2210	1503	1963	3.66e-15	77.0
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	25.222	563	311	23	543	1038	1505	2024	2.78e-12	67.4
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	27.273	198	101	8	3118	3276	1508	1701	5.23e-06	46.6
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	29.310	174	79	7	3118	3252	1796	1964	2.53e-05	44.3
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	26.943	193	103	8	2313	2472	1508	1695	0.009	36.2
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	56.250	32	13	1	3100	3131	4515	4545	0.009	36.2
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	26.013	765	424	35	667	1317	577	1313	2.44e-10	60.8
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	28.070	456	257	23	1628	2034	859	1292	6.28e-06	46.2
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	27.140	549	309	28	1426	1911	772	1292	1.17e-05	45.4
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	26.842	570	326	28	1180	1686	772	1313	1.60e-05	45.1
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	27.140	549	309	28	1303	1788	772	1292	1.77e-05	44.7
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	30.851	94	58	2	3313	3399	2095	2188	5.06e-08	53.1
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	30.851	94	58	2	3313	3399	2612	2705	1.82e-07	51.6
ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	27.660	94	61	1	3313	3399	3781	3874	4.20e-07	50.4
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	100.000	4828	0	0	1	4828	1	4828	0.0	9541
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	33.529	340	162	11	4515	4828	3100	3401	1.65e-35	144
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	29.259	540	285	24	1503	2024	1562	2022	3.74e-24	107
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	28.015	539	293	22	1504	2024	700	1161	8.29e-24	106
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	28.333	540	290	23	1503	2024	824	1284	1.63e-23	105
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	28.889	540	287	24	1503	2024	1439	1899	4.82e-23	103
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	29.167	480	238	20	1503	1960	1685	2084	1.72e-21	98.6
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	25.668	561	311	22	1505	2024	543	1038	1.85e-15	78.6
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	27.106	546	285	23	1503	2021	1808	2267	2.64e-15	78.2
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	27.273	198	101	8	1508	1701	3118	3276	6.61e-06	47.0
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3405727|3415932	29.310	174	79	7	1796	1964	3118	3252	3.08e-05	44.7
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	30.726	358	204	16	2063	2395	711	1049	5.66e-19	89.7
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	29.155	343	193	15	2063	2384	626	939	5.61e-15	76.6
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	28.803	309	166	15	2063	2349	458	734	2.18e-10	61.6
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	34.545	165	91	8	2404	2553	27	189	2.36e-08	54.7
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	26.016	123	74	4	2744	2862	545	654	7.40e-04	40.0
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	27.299	348	178	12	1506	1828	786	1083	8.42e-11	62.8
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003589|ERS1003589|SC|contig000002|+|1069574|1073680	33.613	119	68	4	1506	1616	1179	1294	8.47e-06	46.6
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|+|1839889|1846458	34.066	91	53	1	4743	4826	2098	2188	3.61e-07	50.8
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|+|1964973|1973093	34.066	91	53	1	4743	4826	2615	2705	5.59e-07	50.4
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1003585|ERS1003585|SC|contig000002|+|3528405|3540032	28.571	91	58	1	4743	4826	3784	3874	2.78e-05	44.7
ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	ERS1031242|ERS1031242|SC|contig000001|+|2273801|2284426	34.211	76	44	3	4653	4727	3224	3294	6.09e-04	40.4
ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	100.000	1062	0	0	1	1062	1	1062	0.0	2011
ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	30.337	356	208	14	711	1049	2063	2395	5.32e-19	87.4
ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	28.571	336	204	13	626	939	2063	2384	5.31e-15	74.3
ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	28.146	302	177	13	458	734	2063	2349	5.44e-11	61.2
ERS1003585|ERS1003585|SC|contig000002|-|3498157|3501345	ERS1003585|ERS1003585|SC|contig000002|-|3426274|3440760	34.545	165	91	8	27	189	2404	2553	5.37e-09	54.7
